1771,280
986,280
986,280
986,280
986,-413
452,-413
452,-413
452,-413
452,-1419
249,-1419
249,-1419
249,-1419
249,-2166
808,-2166
808,-2166
808,-2166
808,-1941
2085,-1941
2085,-1941
2085,-1941
2085,-884
3232,-884
3232,-884
3232,-884
3232,243
3578,243
3578,243
3578,243
3578,1081
3289,1081
3289,1081
3289,1081
3289,1692
2699,1692
2699,1692
2699,1692
2699,1811
1747,1811
1747,1811
1747,1811
1747,1058
594,1058
594,1058
594,1058
594,-179
0,-179
0,-179
0,-179
0,-973
441,-973
441,-973
441,-973
441,-967
1440,-967
1440,-967
1440,-967
1440,-505
2301,-505
2301,-505
2301,-505
2301,244
2902,244
2902,244
2902,244
2902,1366
3242,1366
3242,1366
3242,1366
3242,2445
2906,2445
2906,2445
2906,2445
2906,2680
1725,2680
1725,2680
1725,2680
1725,1946
398,1946
398,1946
398,1946
398,935
-245,935
-245,935
-245,935
-245,154
-178,154
-178,154
-178,154
-178,-424
238,-424
238,-424
238,-424
238,-631
1004,-631
1004,-631
1004,-631
1004,-10
2098,-10
2098,-10
2098,-10
2098,1292
2858,1292
2858,1292
2858,1292
2858,2384
2615,2384
2615,2384
2615,2384
2615,2691
1618,2691
1618,2691
1618,2691
1618,2440
606,2440
606,2440
606,2440
606,1886
-160,1886
-160,1886
-160,1886
-160,929
-721,929
-721,929
-721,929
-721,-185
-728,-185
-728,-185
-728,-185
-728,-647
164,-647
164,-647
164,-647
164,-75
1458,-75
1458,-75
1458,-75
1458,981
2240,981
2240,981
2240,981
2240,1895
2263,1895
2263,1895
2263,1895
2263,2610
1865,2610
1865,2610
1865,2610
1865,3055
1130,3055
1130,3055
1130,3055
1130,2757
-18,2757
-18,2757
-18,2757
-18,1631
-1065,1631
-1065,1631
-1065,1631
-1065,452
-1218,452
-1218,452
-1218,452
-1218,-25
-467,-25
-467,-25
-467,-25
-467,142
480,142
480,142
480,142
480,640
1213,640
1213,640
1213,640
1213,1539
1771,1539
1771,1539
1771,1539
1771,2749
1900,2749
1900,2749
1900,2749
1900,3530
1141,3530
1141,3530
1141,3530
1141,3280
-250,3280
-250,3280
-250,3280
-250,2344
-1355,2344
-1355,2344
-1355,2344
-1355,1418
-1702,1418
-1702,1418
-1702,1418
-1702,678
-1554,678
-1554,678
-1554,678
-1554,123
-1080,123
-1080,123
-1080,123
-1080,182
-154,182
-154,182
-154,182
-154,1144
880,1144
880,1144
880,1144
880,2415
1188,2415
1188,2415
1188,2415
1188,3118
493,3118
493,3118
493,3118
493,3107
-598,3107
-598,3107
-598,3107
-598,2707
-1545,2707
-1545,2707
-1545,2707
-1545,1914
-2336,1914
-2336,1914
-2336,1914
-2336,688
-2819,688
-2819,688
-2819,688
-2819,-357
-2485,-357
-2485,-357
-2485,-357
-2485,-460
-1343,-460
-1343,-460
-1343,-460
-1343,279
-231,279
-231,279
-231,279
-231,1158
181,1158
181,1158
181,1158
181,1867
22,1867
22,1867
22,1867
22,2437
-464,2437
-464,2437
-464,2437
-464,2523
-1403,2523
-1403,2523
-1403,2523
-1403,1687
-2626,1687
-2626,1687
-2626,1687
-2626,296
-3330,296
-3330,296
-3330,296
-3330,-730
-2998,-730
-2998,-730
-2998,-730
-2998,-1026
-2064,-1026
-2064,-1026
-2064,-1026
-2064,-871
-1164,-871
-1164,-871
-1164,-871
-1164,-346
-400,-346
-400,-346
-400,-346
-400,674
168,674
168,674
168,674
168,1745
42,1745
42,1745
42,1745
42,2022
-994,2022
-994,2022
-994,2022
-994,1340
-2256,1340
-2256,1340
-2256,1340
-2256,335
-2926,335
-2926,335
-2926,335
-2926,-544
-2953,-544
-2953,-544
-2953,-544
-2953,-1315
-2620,-1315
-2620,-1315
-2620,-1315
-2620,-1739
-1848,-1739
-1848,-1739
-1848,-1739
-1848,-1290
-649,-1290
-649,-1290
-649,-1290
-649,-85
275,-85
275,-85
275,-85
275,995
218,995
218,995
218,995
218,1377
-616,1377
-616,1377
-616,1377
-616,1238
-1551,1238
-1551,1238
-1551,1238
-1551,744
-2363,744
-2363,744
-2363,744
-2363,-265
-3056,-265
-3056,-265
-3056,-265
-3056,-1531
-3197,-1531
-3197,-1531
-3197,-1531
-3197,-2204
-2386,-2204
-2386,-2204
-2386,-2204
-2386,-1866
-1096,-1866
-1096,-1866
-1096,-1866
-1096,-1015
-224,-1015
-224,-1015
-224,-1015
-224,-214
-30,-214
-30,-214
-30,-214
-30,496
-239,496
-239,496
-239,496
-239,982
-855,982
-855,982
-855,982
-855,696
-1984,696
-1984,696
-1984,696
-1984,-489
-3080,-489
-3080,-489
-3080,-489
-3080,-1810
-3311,-1810
-3311,-1810
-3311,-1810
-3311,-2522
-2624,-2522
-2624,-2522
-2624,-2522
-2624,-2652
-1667,-2652
-1667,-2652
-1667,-2652
-1667,-2426
-796,-2426
-796,-2426
-796,-2426
-796,-1698
14,-1698
14,-1698
14,-1698
14,-550
432,-550
432,-550
432,-550
432,241
-68,241
-68,241
-68,241
-68,39
-1257,39
-1257,39
-1257,39
-1257,-854
-2236,-854
-2236,-854
-2236,-854
-2236,-1808
-2537,-1808
-2537,-1808
-2537,-1808
-2537,-2681
-2370,-2681
-2370,-2681
-2370,-2681
-2370,-3428
-1815,-3428
-1815,-3428
-1815,-3428
-1815,-3541
-698,-3541
-698,-3541
-698,-3541
-698,-2679
619,-2679
619,-2679
619,-2679
619,-1415
1263,-1415
1263,-1415
1263,-1415
1263,-610
917,-610
917,-610
917,-610
917,-422
130,-422
130,-422
130,-422
130,-605
-623,-605
-623,-605
-623,-605
-623,-1246
-1340,-1246
-1340,-1246
-1340,-1246
-1340,-2414
-1806,-2414
-1806,-2414
-1806,-2414
-1806,-3465
-1438,-3465
-1438,-3465
-1438,-3465
-1438,-3606
-211,-3606
-211,-3606
-211,-3606
-211,-2895
1057,-2895
1057,-2895
1057,-2895
1057,-1973
1705,-1973
1705,-1973
1705,-1973
1705,-1100
1827,-1100
1827,-1100
1827,-1100
1827,-270
1579,-270
1579,-270
1579,-270
1579,94
767,94
767,94
767,94
767,-508
-439,-508
-439,-508
-439,-508
-439,-1739
-1200,-1739
-1200,-1739
-1200,-1739
-1200,-2699
-966,-2699
-966,-2699
-966,-2699
-966,-3026
-116,-3026
-116,-3026
-116,-3026
-116,-2939
782,-2939
782,-2939
782,-2939
782,-2431
1656,-2431
1656,-2431
1656,-2431
1656,-1330
2399,-1330
2399,-1330
2399,-1330
2399,-99
2440,-99
2440,-99
2440,-99
2440,381
1516,381
1516,381
1516,381
1516,-89
291,-89
291,-89
291,-89
291,-932
-437,-932
-437,-932
-437,-932
-437,-1763
-594,-1763
-594,-1763
-594,-1763
-594,-2598
-383,-2598
-383,-2598
-383,-2598
-383,-3130
356,-3130
356,-3130
356,-3130
356,-2761
1630,-2761
1630,-2761
1630,-2761
1630,-1573
2711,-1573
2711,-1573
2711,-1573
2711,-421
2857,-421
2857,-421
2857,-421
2857,134
2231,134
2231,134
2231,134
2231,230
1439,230
1439,230
1439,230
1439,-56
654,-56
654,-56
654,-56
654,-947
-97,-947
-97,-947
-97,-947
-97,-2178
-307,-2178
-307,-2178
-307,-2178
-307,-2867
478,-2867
478,-2867
478,-2867
478,-2563
1810,-2563
1810,-2563
1810,-2563
1810,-1709
2813,-1709
2813,-1709
2813,-1709
2813,-798
3224,-798
3224,-798
3224,-798
3224,150
3250,150
3250,150
3250,150
3250,950
2796,950
2796,950
2796,950
2796,976
1715,976
1715,976
1715,976
1715,61
573,61
573,61
573,61
573,-1062
230,-1062
230,-1062
230,-1062
230,-1669
775,-1669
775,-1669
775,-1669
775,-1766
1624,-1766
1624,-1766
1624,-1766
1624,-1496
2484,-1496
2484,-1496
2484,-1496
2484,-640
3372,-640
3372,-640
3372,-640
3372,731
3887,731
3887,731
3887,731
3887,1813
3440,1813
3440,1813
3440,1813
3440,1937
2227,1937
2227,1937
2227,1937
2227,1357
1121,1357
1121,1357
1121,1357
1121,627
582,627
582,627
582,627
582,-154
448,-154
448,-154
448,-154
448,-908
734,-908
734,-908
734,-908
734,-1051
1670,-1051
1670,-1051
1670,-1051
1670,-194
2890,-194
2890,-194
2890,-194
2890,1119
3494,1119
3494,1119
3494,1119
3494,2055
3136,2055
3136,2055
3136,2055
3136,2447
2307,2447
2307,2447
2307,2447
2307,2473
1414,2473
1414,2473
1414,2473
1414,1958
444,1958
444,1958
444,1958
444,805
-327,805
-327,805
-327,805
-327,-324
-248,-324
-248,-324
-248,-324
-248,-604
748,-604
748,-604
748,-604
748,-56
1873,-56
1873,-56
1873,-56
1873,755
2489,755
2489,755
2489,755
2489,1627
2660,1627
2660,1627
2660,1627
2660,2556
2455,2556
2455,2556
2455,2556
2455,3049
1608,3049
1608,3049
1608,3049
1608,2550
279,2550
279,2550
279,2550
279,1366
-668,1366
-668,1366
-668,1366
-668,365
-657,365
-657,365
-657,365
-657,-97
-18,-97
-18,-97
-18,-97
-18,-185
756,-185
756,-185
756,-185
756,202
1629,202
1629,202
1629,202
1629,1285
2451,1285
2451,1285
2451,1285
2451,2591
2575,2591
2575,2591
2575,2591
2575,3216
1693,3216
1693,3216
1693,3216
1693,2926
434,2926
434,2926
434,2926
434,2231
-432,2231
-432,2231
-432,2231
-432,1448
-823,1448
-823,1448
-823,1448
-823,549
-867,549
-867,549
-867,549
-867,-100
-319,-100
-319,-100
-319,-100
-319,161
852,161
852,161
852,161
852,1287
1899,1287
1899,1287
1899,1287
1899,2453
2056,2453
2056,2453
2056,2453
2056,3119
1444,3119
1444,3119
1444,3119
1444,3384
594,3384
594,3384
594,3384
594,3232
-371,3232
-371,3232
-371,3232
-371,2376
-1407,2376
-1407,2376
-1407,2376
-1407,1073
-1934,1073
-1934,1073
-1934,1073
-1934,226
-1443,226
-1443,226
-1443,226
-1443,313
-345,313
-345,313
-345,313
-345,945
518,945
518,945
518,945
518,1707
891,1707
891,1707
891,1707
891,2609
922,2609
922,2609
922,2609
922,3421
429,3421
429,3421
429,3421
429,3452
-778,3452
-778,3452
-778,3452
-778,2490
-2121,2490
-2121,2490
-2121,2490
-2121,1237
-2717,1237
-2717,1237
-2717,1237
-2717,385
-2442,385
-2442,385
-2442,385
-2442,-48
-1808,-48
-1808,-48
-1808,-48
-1808,-126
-1039,-126
-1039,-126
-1039,-126
-1039,453
-117,453
-117,453
-117,453
-117,1641
497,1641
497,1641
497,1641
497,2618
153,2618
153,2618
153,2618
153,2696
-990,2696
-990,2696
-990,2696
-990,2084
-2095,2084
-2095,2084
-2095,2084
-2095,1261
-2726,1261
-2726,1261
-2726,1261
-2726,277
-3000,277
-3000,277
-3000,277
-3000,-761
-2815,-761
-2815,-761
-2815,-761
-2815,-1203
-1881,-1203
-1881,-1203
-1881,-1203
-1881,-608
-565,-608
-565,-608
-565,-608
-565,515
213,515
213,515
213,515
213,1371
80,1371
80,1371
80,1371
80,1795
-538,1795
-538,1795
-538,1795
-538,1894
-1312,1894
-1312,1894
-1312,1894
-1312,1407
-2280,1407
-2280,1407
-2280,1407
-2280,198
-3121,198
-3121,198
-3121,198
-3121,-1063
-3118,-1063
-3118,-1063
-3118,-1063
-3118,-1534
-2166,-1534
-2166,-1534
-2166,-1534
-2166,-1201
-1017,-1201
-1017,-1201
-1017,-1201
-1017,-557
-274,-557
-274,-557
-274,-557
-274,260
98,260
98,260
98,260
98,1239
85,1239
85,1239
85,1239
85,1824
-650,1824
-650,1824
-650,1824
-650,1402
-1964,1402
-1964,1402
-1964,1402
-1964,240
-2980,240
-2980,240
-2980,240
-2980,-835
-3098,-835
-3098,-835
-3098,-835
-3098,-1485
-2597,-1485
-2597,-1485
-2597,-1485
-2597,-1824
-1889,-1824
-1889,-1824
-1889,-1824
-1889,-1663
-961,-1663
-961,-1663
-961,-1663
-961,-727
3,-727
3,-727
3,-727
3,511
297,511
297,511
297,511
297,1133
-435,1133
-435,1133
-435,1133
-435,879
-1598,879
-1598,879
-1598,879
-1598,196
-2461,196
-2461,196
-2461,196
-2461,-679
-2936,-679
-2936,-679
-2936,-679
-2936,-1787
-3077,-1787
-3077,-1787
-3077,-1787
-3077,-2707
-2553,-2707
-2553,-2707
-2553,-2707
-2553,-2718
-1303,-2718
-1303,-2718
-1303,-2718
-1303,-1825
-81,-1825
-81,-1825
-81,-1825
-81,-808
332,-808
332,-808
332,-808
332,-175
17,-175
17,-175
17,-175
17,146
-573,146
-573,146
-573,146
-573,53
-1380,53
-1380,53
-1380,53
-1380,-809
-2347,-809
-2347,-809
-2347,-809
-2347,-2192
-2836,-2192
-2836,-2192
-2836,-2192
-2836,-3181
-2288,-3181
-2288,-3181
-2288,-3181
-2288,-3279
-1078,-3279
-1078,-3279
-1078,-3279
-1078,-2818
-4,-2818
-4,-2818
-4,-2818
-4,-2131
689,-2131
689,-2131
689,-2131
689,-1167
1091,-1167
1091,-1167
1091,-1167
1091,-197
926,-197
926,-197
926,-197
926,27
-41,27
-41,27
-41,27
-41,-749
-1235,-749
-1235,-749
-1235,-749
-1235,-1869
-1764,-1869
-1764,-1869
-1764,-1869
-1764,-2680
-1478,-2680
-1478,-2680
-1478,-2680
-1478,-3159
-818,-3159
-818,-3159
-818,-3159
-818,-3292
67,-3292
67,-3292
67,-3292
67,-2699
1204,-2699
1204,-2699
1204,-2699
1204,-1405
2077,-1405
2077,-1405
2077,-1405
2077,-238
1981,-238
1981,-238
1981,-238
1981,99
1038,99
1038,99
1038,99
1038,-229
37,-229
37,-229
37,-229
37,-828
-614,-828
-614,-828
-614,-828
-614,-1707
-992,-1707
-992,-1707
-992,-1707
-992,-2743
-908,-2743
-908,-2743
-908,-2743
-908,-3225
-7,-3225
-7,-3225
-7,-3225
-7,-2666
1357,-2666
1357,-2666
1357,-2666
1357,-1538
2255,-1538
2255,-1538
2255,-1538
2255,-585
2298,-585
2298,-585
2298,-585
2298,35
1854,35
1854,35
1854,35
1854,368
1168,368
1168,368
1168,368
1168,66
172,66
172,66
172,66
172,-1047
-767,-1047
-767,-1047
-767,-1047
-767,-2299
-878,-2299
-878,-2299
-878,-2299
-878,-2840
-12,-2840
-12,-2840
-12,-2840
-12,-2622
1127,-2622
1127,-2622
1127,-2622
1127,-2059
1973,-2059
1973,-2059
1973,-2059
1973,-1216
2549,-1216
2549,-1216
2549,-1216
2549,-99
2759,-99
2759,-99
2759,-99
2759,685
2189,685
2189,685
2189,685
2189,471
961,471
961,471
961,471
961,-509
-46,-509
-46,-509
-46,-509
-46,-1479
-223,-1479
-223,-1479
-223,-1479
-223,-2126
199,-2126
199,-2126
199,-2126
199,-2519
892,-2519
892,-2519
892,-2519
892,-2381
1918,-2381
1918,-2381
1918,-2381
1918,-1380
3069,-1380
3069,-1380
3069,-1380
3069,19
3577,19
3577,19
3577,19
3577,893
3043,893
3043,893
3043,893
3043,962
2017,962
2017,962
2017,962
2017,603
1176,603
1176,603
1176,603
1176,-29
605,-29
605,-29
605,-29
605,-1003
316,-1003
316,-1003
316,-1003
316,-1856
720,-1856
720,-1856
720,-1856
720,-1816
1918,-1816
1918,-1816
1918,-1816
1918,-849
3154,-849
3154,-849
3154,-849
3154,312
3642,312
3642,312
3642,312
3642,1197
3428,1197
3428,1197
3428,1197
3428,1851
2883,1851
2883,1851
2883,1851
2883,2090
1998,2090
1998,2090
1998,2090
1998,1487
834,1487
834,1487
834,1487
834,268
85,268
85,268
85,268
85,-652
357,-652
357,-652
357,-652
357,-768
1318,-768
1318,-768
1318,-768
1318,-357
2226,-357
2226,-357
2226,-357
2226,335
2861,335
2861,335
2861,335
2861,1403
3263,1403
3263,1403
3263,1403
3263,2548
3073,2548
3073,2548
3073,2548
3073,2966
2006,2966
2006,2966
2006,2966
2006,2360
631,2360
631,2360
631,2360
631,1343
-158,1343
-158,1343
-158,1343
-158,516
-185,516
-185,516
-185,516
-185,-93
182,-93
182,-93
182,-93
182,-396
875,-396
875,-396
875,-396
875,67
1940,67
1940,67
1940,67
1940,1306
2817,1306
2817,1306
2817,1306
2817,2498
2755,2498
2755,2498
2755,2498
2755,2940
1830,2940
1830,2940
1830,2940
1830,2754
782,2754
782,2754
782,2754
782,2255
-23,2255
-23,2255
-23,2255
-23,1369
-632,1369
-632,1369
-632,1369
-632,231
-773,231
-773,231
-773,231
-773,-394
-28,-394
-28,-394
-28,-394
-28,20
1263,20
1263,20
1263,20
1263,1051
2175,1051
2175,1051
2175,1051
2175,2006
2305,2006
2305,2006
2305,2006
2305,2749
1958,2749
1958,2749
1958,2749
1958,3267
1290,3267
1290,3267
1290,3267
1290,3126
195,3126
195,3126
195,3126
195,2105
-934,2105
-934,2105
-934,2105
-934,865
-1272,865
-1272,865
-1272,865
-1272,250
-635,250
-635,250
-635,250
-635,336
324,336
324,336
324,336
324,782
1092,782
1092,782
1092,782
1092,1602
1682,1602
1682,1602
1682,1602
1682,2797
1920,2797
1920,2797
1920,2797
1920,3713
1320,3713
1320,3713
1320,3713
1320,3640
-24,3640
-24,3640
-24,3640
-24,2766
-1238,2766
-1238,2766
-1238,2766
-1238,1809
-1711,1809
-1711,1809
-1711,1809
-1711,1044
-1624,1044
-1624,1044
-1624,1044
-1624,439
-1216,439
-1216,439
-1216,439
-1216,355
-367,355
-367,355
-367,355
-367,1180
703,1180
703,1180
703,1180
703,2468
1181,2468
1181,2468
1181,2468
1181,3303
629,3303
629,3303
629,3303
629,3391
-451,3391
-451,3391
-451,3391
-451,3044
-1436,3044
-1436,3044
-1436,3044
-1436,2332
-2252,2332
-2252,2332
-2252,2332
-2252,1156
-2824,1156
-2824,1156
-2824,1156
-2824,14
-2657,14
-2657,14
-2657,14
-2657,-273
-1610,-273
-1610,-273
-1610,-273
-1610,369
-427,369
-427,369
-427,369
-427,1265
112,1265
112,1265
112,1265
112,1999
22,1999
22,1999
22,1999
22,2601
-409,2601
-409,2601
-409,2601
-409,2811
-1265,2811
-1265,2811
-1265,2811
-1265,2134
-2486,2134
-2486,2134
-2486,2134
-2486,773
-3341,773
-3341,773
-3341,773
-3341,-366
-3181,-366
-3181,-366
-3181,-366
-3181,-775
-2297,-775
-2297,-775
-2297,-775
-2297,-678
-1371,-678
-1371,-678
-1371,-678
-1371,-230
-592,-230
-592,-230
-592,-230
-592,714
34,714
34,714
34,714
34,1837
62,1837
62,1837
62,1837
62,2290
-847,2290
-847,2290
-847,2290
-847,1738
-2144,1738
-2144,1738
-2144,1738
-2144,738
-2944,738
-2944,738
-2944,738
-2944,-167
-3059,-167
-3059,-167
-3059,-167
-3059,-959
-2784,-959
-2784,-959
-2784,-959
-2784,-1482
-2102,-1482
-2102,-1482
-2102,-1482
-2102,-1202
-946,-1202
-946,-1202
-946,-1202
-946,-75
90,-75
90,-75
90,-75
90,1089
211,1089
211,1089
211,1089
211,1591
-543,1591
-543,1591
-543,1591
-543,1517
-1496,1517
-1496,1517
-1496,1517
-1496,1091
-2325,1091
-2325,1091
-2325,1091
-2325,172
-3057,172
-3057,172
-3057,172
-3057,-1104
-3337,-1104
-3337,-1104
-3337,-1104
-3337,-1934
-2684,-1934
-2684,-1934
-2684,-1934
-2684,-1754
-1409,-1754
-1409,-1754
-1409,-1754
-1409,-939
-425,-939
-425,-939
-425,-939
-425,-116
-134,-116
-134,-116
-134,-116
-134,605
-289,605
-289,605
-289,605
-289,1161
-821,1161
-821,1161
-821,1161
-821,1040
-1882,1040
-1882,1040
-1882,1040
-1882,-27
-3051,-27
-3051,-27
-3051,-27
-3051,-1396
-3464,-1396
-3464,-1396
-3464,-1396
-3464,-2231
-2897,-2231
-2897,-2231
-2897,-2231
-2897,-2438
-1946,-2438
-1946,-2438
-1946,-2438
-1946,-2275
-1062,-2275
-1062,-2275
-1062,-2275
-1062,-1646
-236,-1646
-236,-1646
-236,-1646
-236,-531
292,-531
292,-531
292,-531
292,384
-40,384
-40,384
-40,384
-40,355
-1172,355
-1172,355
-1172,355
-1172,-472
-2246,-472
-2246,-472
-2246,-472
-2246,-1442
-2660,-1442
-2660,-1442
-2660,-1442
-2660,-2324
-2555,-2324
-2555,-2324
-2555,-2324
-2555,-3118
-2082,-3118
-2082,-3118
-2082,-3118
-2082,-3383
-1061,-3383
-1061,-3383
-1061,-3383
-1061,-2673
281,-2673
281,-2673
281,-2673
281,-7
-296,-7
-296,-7
-296,-7
-296,-549
-1329,-549
-1329,-549
-1329,-549
-1329,-1579
-1977,-1579
-1977,-1579
-1977,-1579
-1977,-2535
-1898,-2535
-1898,-2535
-1898,-2535
-1898,-3098
-1242,-3098
-1242,-3098
-1242,-3098
-1242,-3165
-285,-3165
-285,-3165
-285,-3165
-285,-2627
758,-2627
758,-2627
758,-2627
758,-1564
1528,-1564
1528,-1564
1528,-1564
1528,-477
1589,-477
1589,-477
1589,-477
1589,46
888,46
888,46
888,46
888,-145
-108,-145
-108,-145
-108,-145
-108,-811
-896,-811
-896,-811
-896,-811
-896,-1712
-1262,-1712
-1262,-1712
-1262,-1712
-1262,-2610
-1102,-2610
-1102,-2610
-1102,-2610
-1102,-3071
-326,-3071
-326,-3071
-326,-3071
-326,-2742
839,-2742
839,-2742
839,-2742
839,-1784
1788,-1784
1788,-1784
1788,-1784
1788,-743
2055,-743
2055,-743
2055,-743
2055,-17
1674,-17
1674,-17
1674,-17
1674,252
912,252
912,252
912,252
912,-61
-22,-61
-22,-61
-22,-61
-22,-974
-820,-974
-820,-974
-820,-974
-820,-2088
-1011,-2088
-1011,-2088
-1011,-2088
-1011,-2776
-396,-2776
-396,-2776
-396,-2776
-396,-2746
672,-2746
672,-2746
672,-2746
672,-2164
1654,-2164
1654,-2164
1654,-2164
1654,-1272
2268,-1272
2268,-1272
2268,-1272
2268,-283
2391,-283
2391,-283
2391,-283
2391,410
1895,410
1895,410
1895,410
1895,371
889,371
889,371
889,371
889,-398
-87,-398
-87,-398
-87,-398
-87,-1408
-472,-1408
-472,-1408
-472,-1408
-472,-2195
-165,-2195
-165,-2195
-165,-2195
-165,-2564
599,-2564
599,-2564
599,-2564
599,-2382
1611,-2382
1611,-2382
1611,-2382
1611,-1554
2610,-1554
2610,-1554
2610,-1554
2610,-358
3130,-358
3130,-358
3130,-358
3130,585
2841,585
2841,585
2841,585
2841,853
1956,853
1956,853
1956,853
1956,510
1014,510
1014,510
1014,510
1014,-205
370,-205
370,-205
370,-205
370,-1098
169,-1098
169,-1098
169,-1098
169,-1830
565,-1830
565,-1830
565,-1830
565,-1915
1556,-1915
1556,-1915
1556,-1915
1556,-1202
2695,-1202
2695,-1202
2695,-1202
2695,-81
3365,-81
3365,-81
3365,-81
3365,936
3326,936
3326,936
3326,936
3326,1595
2751,1595
2751,1595
2751,1595
2751,1752
1852,1752
1852,1752
1852,1752
1852,1258
848,1258
848,1258
848,1258
848,263
172,263
172,263
172,263
172,-658
251,-658
251,-658
251,-658
251,-979
1030,-979
1030,-979
1030,-979
1030,-644
2012,-644
2012,-644
2012,-644
2012,131
2770,131
2770,131
2770,131
